number,value,datetime_start,datetime_complete,duration,params_activation,params_denses,params_drop_rate0,params_drop_rate1,params_drop_rate2,params_drop_rate3,params_drop_rate4,params_drop_rate5,state
14,0.017822950731056074,2020-11-24 16:53:24.925520,2020-11-24 17:00:54.454399,0 days 00:07:29.528879,relu,"[2560, 2048, 1524, 1012, 780]",0.6201190532875632,0.46620600919677835,0.45590270210528866,0.5680838889959879,0.20252691706174963,0.3928401327048952,COMPLETE
15,0.01758649961988621,2020-11-24 17:00:54.495290,2020-11-24 17:08:00.281528,0 days 00:07:05.786238,relu,"[2048, 1792, 1536, 1280, 1024]",0.31666978621059017,0.6181751933757353,0.6006356924857364,0.5541722991501465,0.58867804862614,0.5290107230444706,COMPLETE
16,0.01827737932428393,2020-11-24 17:08:00.308456,2020-11-24 17:13:52.882638,0 days 00:05:52.574182,elu,"[1024, 896, 768, 640, 512]",0.7812220665563885,0.4038725952458315,0.6275376382221826,0.43589640845507416,0.46838654345032965,0.5059372606352737,COMPLETE
17,0.01762972530612897,2020-11-24 17:13:52.913736,2020-11-24 17:19:26.481673,0 days 00:05:33.567937,relu,"[512, 448, 384, 320, 256]",0.593778148942422,0.2617644346454845,0.4328870995683519,0.39038757610167646,0.789886073672856,0.3612784375827798,COMPLETE
18,0.017091804665411877,2020-11-24 17:19:26.506581,2020-11-24 17:25:06.076485,0 days 00:05:39.569904,relu,"[512, 512, 512, 512, 512]",0.34618674661321797,0.3182766839555312,0.7311569727819507,0.5617929992395654,0.20636635102551668,0.5879986504651799,COMPLETE
19,0.017478221612265803,2020-11-24 17:25:06.104411,2020-11-24 17:30:50.621897,0 days 00:05:44.517486,relu,"[512, 512, 512, 512, 512]",0.3026692066754519,0.3136031829700373,0.7382844447056475,0.5481092961670897,0.20852169521396335,0.7612420674612429,COMPLETE
20,0.01740894662328366,2020-11-24 17:30:50.648968,2020-11-24 17:36:32.045057,0 days 00:05:41.396089,relu,"[512, 512, 512, 512, 512]",0.3811011736183974,0.2009783305729852,0.5668955411082368,0.7972152693954881,0.21133746189321362,0.6948929245925153,COMPLETE
21,0.017323569033923143,2020-11-24 17:36:32.071416,2020-11-24 17:42:12.545118,0 days 00:05:40.473702,relu,"[512, 512, 512, 512, 512]",0.3801673727953978,0.23680234862734145,0.5756360839953253,0.7387654057039161,0.20314549349427297,0.6969211124120378,COMPLETE
22,0.01734153106635119,2020-11-24 17:42:12.571023,2020-11-24 17:47:52.525446,0 days 00:05:39.954423,relu,"[512, 512, 512, 512, 512]",0.2448207235246561,0.3301982486142945,0.6852837183729319,0.796862708085885,0.2539566074829155,0.582940671663424,COMPLETE
23,0.01747636112970426,2020-11-24 17:47:52.550402,2020-11-24 17:53:34.023910,0 days 00:05:41.473508,relu,"[512, 512, 512, 512, 512]",0.38520933060115276,0.23946908100773767,0.7808529954065828,0.6801252307885532,0.23284035990620186,0.678180827145255,COMPLETE
24,0.016942830152920262,2020-11-24 17:53:34.049841,2020-11-24 17:59:27.414561,0 days 00:05:53.364720,relu,"[512, 512, 512, 512, 512]",0.2638196400477331,0.42264958730466684,0.5928278264115676,0.6025224460189301,0.31917132687435334,0.5549367363625175,COMPLETE
25,0.017462698818548134,2020-11-24 17:59:27.440492,2020-11-24 18:05:56.139053,0 days 00:06:28.698561,relu,"[1024, 1280, 1536, 768, 1792]",0.2616824563221978,0.4173093200595881,0.7365264255692383,0.6063367922721369,0.4399433597569858,0.5418920263793908,COMPLETE
26,0.017286478570246157,2020-11-24 18:05:56.167975,2020-11-24 18:11:37.412123,0 days 00:05:41.244148,relu,"[512, 448, 384, 320, 256]",0.2609109557205644,0.531477111549491,0.6740644063448957,0.5239049032209749,0.3238495801604562,0.4847250506656244,COMPLETE
27,0.018382308538085142,2020-11-24 18:11:37.442043,2020-11-24 18:18:08.387882,0 days 00:06:30.945839,elu,"[512, 768, 1280, 1536, 1792]",0.3592699427264432,0.5874077299193745,0.5445871019002352,0.5969981860449419,0.4171786044448769,0.565740124424366,COMPLETE
28,0.017179716039166418,2020-11-24 18:18:08.413813,2020-11-24 18:25:42.067133,0 days 00:07:33.653320,relu,"[2560, 2048, 1524, 1012, 780]",0.22572909121558882,0.49913329316775445,0.47898633882067476,0.5110102105730763,0.325290391853715,0.6470526127921891,COMPLETE
29,0.01769075479370212,2020-11-24 18:25:42.095059,2020-11-24 18:33:21.263074,0 days 00:07:39.168015,elu,"[2560, 2048, 1524, 1012, 780]",0.2205334583298892,0.36595636891722366,0.2155749950764027,0.5129442885681065,0.3103565109835461,0.6394506479169562,COMPLETE
30,0.01697347068756726,2020-11-24 18:33:21.289004,2020-11-24 18:40:55.519649,0 days 00:07:34.230645,relu,"[2560, 2048, 1524, 1012, 780]",0.20025673499777596,0.39983789896235206,0.34998768263393654,0.6472455509728738,0.32913917293471956,0.7326535675871463,COMPLETE
31,0.016972546150445588,2020-11-24 18:40:55.547575,2020-11-24 18:48:24.390168,0 days 00:07:28.842593,relu,"[2560, 2048, 1524, 1012, 780]",0.20664688214949462,0.40181713330261537,0.38170744026599057,0.6412466049694024,0.32611203290481794,0.7371330447592507,COMPLETE
32,0.017060480758910933,2020-11-24 18:48:24.418383,2020-11-24 18:55:52.271427,0 days 00:07:27.853044,relu,"[2560, 2048, 1524, 1012, 780]",0.3041306544990813,0.39986513157617554,0.3460514682345039,0.6769700288201165,0.35899280864748717,0.7538239110955791,COMPLETE
33,0.017063164514754026,2020-11-24 18:55:52.296808,2020-11-24 19:03:26.805109,0 days 00:07:34.508301,relu,"[2560, 2048, 1524, 1012, 780]",0.2927256496726533,0.40466981117624173,0.3452735341951798,0.6497317531512647,0.34856070624632723,0.7445857215083587,COMPLETE
34,0.01714060374480416,2020-11-24 19:03:26.832462,2020-11-24 19:10:54.121224,0 days 00:07:27.288762,relu,"[2560, 2048, 1524, 1012, 780]",0.20671241683014016,0.3662878570316119,0.2709091555916278,0.7174675974946185,0.4036113418479504,0.7957243772933249,COMPLETE
35,0.017190554557918927,2020-11-24 19:10:54.148460,2020-11-24 19:18:21.755956,0 days 00:07:27.607496,relu,"[2560, 2048, 1524, 1012, 780]",0.4188789096435762,0.42768964142941046,0.38332066013254795,0.670138047493254,0.2841164574967715,0.7396738815577688,COMPLETE
36,0.017141093473745976,2020-11-24 19:18:21.781206,2020-11-24 19:25:49.595248,0 days 00:07:27.814042,relu,"[2560, 2048, 1524, 1012, 780]",0.2741124761850956,0.4799614909408326,0.32055228663650365,0.6327131142214464,0.47788613761842785,0.7227649038806025,COMPLETE
37,0.0171375866011237,2020-11-24 19:25:49.622458,2020-11-24 19:33:53.087374,0 days 00:08:03.464916,relu,"[2560, 2048, 1524, 1012, 780]",0.20156352770008817,0.3895075427165962,0.237990950241813,0.7566037586742648,0.3610240885820586,0.7952614335735165,COMPLETE
38,0.017204010601042322,2020-11-24 19:33:53.112742,2020-11-24 19:39:55.452504,0 days 00:06:02.339762,relu,"[512, 1536, 1280, 768, 512]",0.20606410139503117,0.34417357956861006,0.4182532053984989,0.7058236466640555,0.4315585371239018,0.7684558270095635,COMPLETE
39,0.017616682438670844,2020-11-24 19:39:55.479650,2020-11-24 19:46:09.488977,0 days 00:06:14.009327,elu,"[1024, 1024, 1024, 1024, 1024]",0.23634386427648957,0.436317895480387,0.3210658431416151,0.5906010443314075,0.38625381759954186,0.7179792085840202,COMPLETE
40,0.017189407932363322,2020-11-24 19:46:09.518142,2020-11-24 19:53:19.230259,0 days 00:07:09.712117,relu,"[2048, 1792, 1536, 1280, 1024]",0.2852400195797465,0.5118521661982479,0.3719948032137755,0.6474156081173088,0.2998915130884525,0.6473405713392801,COMPLETE
41,0.017129378992372872,2020-11-24 19:53:19.259619,2020-11-24 20:01:05.239788,0 days 00:07:45.980169,relu,"[2560, 2048, 1524, 1012, 780]",0.2967193159529776,0.3903789174943482,0.3247412577614896,0.6710027608058667,0.3599666952696871,0.7448665604329895,COMPLETE
42,0.01722123583906789,2020-11-24 20:01:05.264722,2020-11-24 20:08:53.375964,0 days 00:07:48.111242,relu,"[2560, 2048, 1524, 1012, 780]",0.3344602826711869,0.41190573361331045,0.3476561766416258,0.6274156255244767,0.33407126831364997,0.7969057040298078,COMPLETE
43,0.017427026351370726,2020-11-24 20:08:53.403890,2020-11-24 20:15:24.764650,0 days 00:06:31.360760,relu,"[1024, 768, 1280, 1536, 1792]",0.4135180639832576,0.37973921963377444,0.2768015323089583,0.6506830434886075,0.3474758979702211,0.7180330964152587,COMPLETE
44,0.017095582088279795,2020-11-24 20:15:24.791578,2020-11-24 20:22:54.955401,0 days 00:07:30.163823,relu,"[2560, 2048, 1524, 1012, 780]",0.24662065195780036,0.4817579645352802,0.3926328553268229,0.7672259104248677,0.2653423493717101,0.7612472166956911,COMPLETE
45,0.017081203162907666,2020-11-24 20:22:54.982328,2020-11-24 20:30:32.531749,0 days 00:07:37.549421,relu,"[2560, 2048, 1524, 1012, 780]",0.2904630666519195,0.4436633839729659,0.4220361282123188,0.6992205743200006,0.388183367887904,0.6672386757229088,COMPLETE
46,0.017118601430112297,2020-11-24 20:30:32.558677,2020-11-24 20:37:45.642251,0 days 00:07:13.083574,relu,"[512, 768, 1280, 1536, 1792]",0.4805900005476587,0.2941818056245426,0.358748293746149,0.5937299957368088,0.2416846574184885,0.7769163094651005,COMPLETE
47,0.017337779661461706,2020-11-24 20:37:45.669180,2020-11-24 20:44:22.010984,0 days 00:06:36.341804,relu,"[1024, 1280, 1536, 768, 1792]",0.2007123350516608,0.42057871120282,0.29821766589888143,0.7295068590144996,0.2953025302909384,0.6246469624679379,COMPLETE
48,0.01753296016485065,2020-11-24 20:44:22.040904,2020-11-24 20:52:06.521379,0 days 00:07:44.480475,relu,"[2560, 2048, 1524, 1012, 780]",0.3045914662523262,0.3494842268771431,0.5006711311437813,0.6680861683655014,0.3803145854056591,0.44781105985889386,COMPLETE
49,0.01702551936320306,2020-11-24 20:52:06.546282,2020-11-24 20:58:37.041681,0 days 00:06:30.495399,relu,"[512, 1536, 1280, 768, 512]",0.32398177863158,0.4527274940977694,0.45394367333442076,0.6209621867930476,0.34292227231525046,0.6980639130252063,COMPLETE
50,0.017113604649469205,2020-11-24 20:58:37.068610,2020-11-24 21:04:45.592633,0 days 00:06:08.524023,relu,"[512, 1536, 1280, 768, 512]",0.3395165678610032,0.5508321153505693,0.468113468757538,0.5783930038637861,0.45407116785600327,0.6805640611099548,COMPLETE
51,0.017129763108945328,2020-11-24 21:04:45.619561,2020-11-24 21:10:59.454057,0 days 00:06:13.834496,relu,"[512, 1536, 1280, 768, 512]",0.318426906459456,0.4466844993391455,0.40196129248929924,0.6540467738844943,0.34129204867904106,0.7282559388184823,COMPLETE
52,0.01723950765997985,2020-11-24 21:10:59.479988,2020-11-24 21:17:10.533392,0 days 00:06:11.053404,relu,"[512, 1536, 1280, 768, 512]",0.5338502771201257,0.46237473513068184,0.44439170825739915,0.6208989210534028,0.2705203871422458,0.7035811174456035,COMPLETE
53,0.016953385317386844,2020-11-24 21:17:10.558345,2020-11-24 21:23:21.300098,0 days 00:06:10.741753,relu,"[1024, 1024, 1024, 1024, 1024]",0.2662208425925532,0.3901042604018736,0.3458818499907325,0.6885955123103719,0.4095576864371939,0.7511257724160026,COMPLETE
54,0.0170430090594522,2020-11-24 21:23:21.328049,2020-11-24 21:30:06.452121,0 days 00:06:45.124072,relu,"[1024, 1024, 1024, 1024, 1024]",0.26465098832576245,0.37754965763532616,0.5214239429238807,0.6872612110059174,0.413918548102678,0.7966536624527942,COMPLETE
55,0.017038856122642172,2020-11-24 21:30:06.476057,2020-11-24 21:37:08.538636,0 days 00:07:02.062579,relu,"[1024, 1024, 1024, 1024, 1024]",0.23675052846467115,0.3619679114885931,0.5173274708570553,0.6942840088372583,0.5312829871537046,0.7799539235671655,COMPLETE
56,0.016959254545062825,2020-11-24 21:37:08.565746,2020-11-24 21:45:02.148819,0 days 00:07:53.583073,relu,"[1024, 1024, 1024, 1024, 1024]",0.23367219473768655,0.2951343175100379,0.5197205765747772,0.5387443614052019,0.48168486052836895,0.6643653801127138,COMPLETE
57,0.016870841142600467,2020-11-24 21:45:02.176744,2020-11-24 21:52:58.718041,0 days 00:07:56.541297,relu,"[1024, 1024, 1024, 1024, 1024]",0.22738068411477766,0.2948295952773365,0.596801394950358,0.5512881255096579,0.49426091063620026,0.605237046522918,COMPLETE
58,0.018011643746365158,2020-11-24 21:52:58.745966,2020-11-24 22:01:05.079762,0 days 00:08:06.333796,elu,"[1024, 1024, 1024, 1024, 1024]",0.22344174399015557,0.2863049409464598,0.6086442943188335,0.5424182420350947,0.5939950237110654,0.5488440185633192,COMPLETE
59,0.016955725275523314,2020-11-24 22:01:05.109707,2020-11-24 22:08:54.633741,0 days 00:07:49.524034,relu,"[1024, 1024, 1024, 1024, 1024]",0.2659018611437619,0.26761672369814976,0.5863628076981693,0.48795769621172314,0.5025637437233126,0.585961289936942,COMPLETE
60,0.016973509295897745,2020-11-24 22:08:54.662693,2020-11-24 22:17:48.376711,0 days 00:08:53.714018,relu,"[1024, 1024, 1024, 1024, 1024]",0.2524467525513153,0.2624772308283998,0.6469332153681591,0.48590509616621985,0.4993005599184403,0.6066186859417327,COMPLETE
61,0.017046251064511807,2020-11-24 22:17:48.404636,2020-11-24 22:25:33.201818,0 days 00:07:44.797182,relu,"[1024, 1024, 1024, 1024, 1024]",0.20087013277063687,0.3048197993259493,0.5933272714758151,0.5344025735172535,0.554352179416024,0.5717687912480406,COMPLETE
